진료년도,상별구분,시도,시군구,성별,연령구분,환자수,입내원일수,요양급여비용
2020,ADHD,경북,울릉군,여,90~99세,0,0,0
2020,ADHD,경북,울릉군,여,100세 이상,0,0,0
2020,ADHD,경북,울진군,남,0~9세,0,0,0
2020,ADHD,경북,울진군,남,10~19세,0,0,0
2020,ADHD,경북,울진군,남,20~29세,0,0,0
2020,ADHD,경북,울진군,남,30~39세,0,0,0
2020,ADHD,경북,울진군,남,40~49세,0,0,0
2020,ADHD,경북,울진군,남,50~59세,0,0,0
2020,ADHD,경북,울진군,남,60~69세,0,0,0
2020,ADHD,경북,울진군,남,70~79세,0,0,0
2020,ADHD,경북,울진군,남,80~89세,0,0,0
2020,ADHD,경북,울진군,남,90~99세,0,0,0
2020,ADHD,경북,울진군,남,100세 이상,0,0,0
2020,ADHD,경북,울진군,여,0~9세,0,0,0
2020,ADHD,경북,울진군,여,10~19세,0,0,0
2020,ADHD,경북,울진군,여,20~29세,0,0,0
2020,ADHD,경북,울진군,여,30~39세,0,0,0
2020,ADHD,경북,울진군,여,40~49세,0,0,0
2020,ADHD,경북,울진군,여,50~59세,0,0,0
2020,ADHD,경북,울진군,여,60~69세,0,0,0
2020,ADHD,경북,울진군,여,70~79세,0,0,0
2020,ADHD,경북,울진군,여,80~89세,0,0,0
2020,ADHD,경북,울진군,여,90~99세,0,0,0
2020,ADHD,경북,울진군,여,100세 이상,0,0,0
2020,ADHD,경북,의성군,남,0~9세,0,0,0
2020,ADHD,경북,의성군,남,10~19세,0,0,0
2020,ADHD,경북,의성군,남,20~29세,0,0,0
2020,ADHD,경북,의성군,남,30~39세,0,0,0
2020,ADHD,경북,의성군,남,40~49세,0,0,0
2020,ADHD,경북,의성군,남,50~59세,0,0,0
2020,ADHD,경북,의성군,남,60~69세,0,0,0
2020,ADHD,경북,의성군,남,70~79세,0,0,0
2020,ADHD,경북,의성군,남,80~89세,0,0,0
2020,ADHD,경북,의성군,남,90~99세,0,0,0
2020,ADHD,경북,의성군,남,100세 이상,0,0,0
2020,ADHD,경북,의성군,여,0~9세,0,0,0
2020,ADHD,경북,의성군,여,10~19세,0,0,0
2020,ADHD,경북,의성군,여,20~29세,0,0,0
2020,ADHD,경북,의성군,여,30~39세,0,0,0
2020,ADHD,경북,의성군,여,40~49세,0,0,0
2020,ADHD,경북,의성군,여,50~59세,0,0,0
2020,ADHD,경북,의성군,여,60~69세,0,0,0
2020,ADHD,경북,의성군,여,70~79세,0,0,0
2020,ADHD,경북,의성군,여,80~89세,0,0,0
2020,ADHD,경북,의성군,여,90~99세,0,0,0
2020,ADHD,경북,의성군,여,100세 이상,0,0,0
2020,ADHD,경북,청도군,남,0~9세,0,0,0
2020,ADHD,경북,청도군,남,10~19세,0,0,0
2020,ADHD,경북,청도군,남,20~29세,0,0,0
2020,ADHD,경북,청도군,남,30~39세,0,0,0
2020,ADHD,경북,청도군,남,40~49세,0,0,0
2020,ADHD,경북,청도군,남,50~59세,0,0,0
2020,ADHD,경북,청도군,남,60~69세,0,0,0
2020,ADHD,경북,청도군,남,70~79세,0,0,0
2020,ADHD,경북,청도군,남,80~89세,0,0,0
2020,ADHD,경북,청도군,남,90~99세,0,0,0
2020,ADHD,경북,청도군,남,100세 이상,0,0,0
2020,ADHD,경북,청도군,여,0~9세,0,0,0
2020,ADHD,경북,청도군,여,10~19세,0,0,0
2020,ADHD,경북,청도군,여,20~29세,0,0,0
2020,ADHD,경북,청도군,여,30~39세,0,0,0
2020,ADHD,경북,청도군,여,40~49세,0,0,0
2020,ADHD,경북,청도군,여,50~59세,0,0,0
2020,ADHD,경북,청도군,여,60~69세,0,0,0
2020,ADHD,경북,청도군,여,70~79세,0,0,0
2020,ADHD,경북,청도군,여,80~89세,0,0,0
2020,ADHD,경북,청도군,여,90~99세,0,0,0
2020,ADHD,경북,청도군,여,100세 이상,0,0,0
2020,ADHD,경북,청송군,남,0~9세,0,0,0
2020,ADHD,경북,청송군,남,10~19세,0,0,0
2020,ADHD,경북,청송군,남,20~29세,0,0,0
2020,ADHD,경북,청송군,남,30~39세,0,0,0
2020,ADHD,경북,청송군,남,40~49세,0,0,0
2020,ADHD,경북,청송군,남,50~59세,0,0,0
2020,ADHD,경북,청송군,남,60~69세,0,0,0
2020,ADHD,경북,청송군,남,70~79세,0,0,0
2020,ADHD,경북,청송군,남,80~89세,0,0,0
2020,ADHD,경북,청송군,남,90~99세,0,0,0
2020,ADHD,경북,청송군,남,100세 이상,0,0,0
2020,ADHD,경북,청송군,여,0~9세,0,0,0
2020,ADHD,경북,청송군,여,10~19세,0,0,0
2020,ADHD,경북,청송군,여,20~29세,0,0,0
2020,ADHD,경북,청송군,여,30~39세,0,0,0
2020,ADHD,경북,청송군,여,40~49세,0,0,0
2020,ADHD,경북,청송군,여,50~59세,0,0,0
2020,ADHD,경북,청송군,여,60~69세,0,0,0
2020,ADHD,경북,청송군,여,70~79세,0,0,0
2020,ADHD,경북,청송군,여,80~89세,0,0,0
2020,ADHD,경북,청송군,여,90~99세,0,0,0
2020,ADHD,경북,청송군,여,100세 이상,0,0,0
2020,ADHD,경북,칠곡군,남,0~9세,0,0,0
2020,ADHD,경북,칠곡군,남,10~19세,0,0,0
2020,ADHD,경북,칠곡군,남,20~29세,0,0,0
2020,ADHD,경북,칠곡군,남,30~39세,0,0,0
2020,ADHD,경북,칠곡군,남,40~49세,0,0,0
2020,ADHD,경북,칠곡군,남,50~59세,0,0,0
2020,ADHD,경북,칠곡군,남,60~69세,0,0,0
2020,ADHD,경북,칠곡군,남,70~79세,0,0,0
2020,ADHD,경북,칠곡군,남,80~89세,0,0,0
2020,ADHD,경북,칠곡군,남,90~99세,0,0,0
2020,ADHD,경북,칠곡군,남,100세 이상,0,0,0
2020,ADHD,경북,칠곡군,여,0~9세,0,0,0
2020,ADHD,경북,칠곡군,여,10~19세,0,0,0
2020,ADHD,경북,칠곡군,여,20~29세,0,0,0
2020,ADHD,경북,칠곡군,여,30~39세,0,0,0
2020,ADHD,경북,칠곡군,여,40~49세,0,0,0
2020,ADHD,경북,칠곡군,여,50~59세,0,0,0
2020,ADHD,경북,칠곡군,여,60~69세,0,0,0
2020,ADHD,경북,칠곡군,여,70~79세,0,0,0
2020,ADHD,경북,칠곡군,여,80~89세,0,0,0
2020,ADHD,경북,칠곡군,여,90~99세,0,0,0
2020,ADHD,경북,칠곡군,여,100세 이상,0,0,0
2020,ADHD,경북,경주시,남,0~9세,52,346,23345370
2020,ADHD,경북,경주시,남,10~19세,57,638,51328920
2020,ADHD,경북,경주시,남,20~29세,19,106,8490190
2020,ADHD,경북,경주시,남,30~39세,10,60,3799580
2020,ADHD,경북,경주시,남,40~49세,0,0,0
2020,ADHD,경북,경주시,남,50~59세,0,0,0
2020,ADHD,경북,경주시,남,60~69세,0,0,0
2020,ADHD,경북,경주시,남,70~79세,0,0,0
2020,ADHD,경북,경주시,남,80~89세,0,0,0
2020,ADHD,경북,경주시,남,90~99세,0,0,0
2020,ADHD,경북,경주시,남,100세 이상,0,0,0
2020,ADHD,경북,경주시,여,0~9세,0,0,0
2020,ADHD,경북,경주시,여,10~19세,12,117,9335060
2020,ADHD,경북,경주시,여,20~29세,0,0,0
2020,ADHD,경북,경주시,여,30~39세,0,0,0
2020,ADHD,경북,경주시,여,40~49세,0,0,0
2020,ADHD,경북,경주시,여,50~59세,0,0,0
2020,ADHD,경북,경주시,여,60~69세,0,0,0
2020,ADHD,경북,경주시,여,70~79세,0,0,0
2020,ADHD,경북,경주시,여,80~89세,0,0,0
2020,ADHD,경북,경주시,여,90~99세,0,0,0
2020,ADHD,경북,경주시,여,100세 이상,0,0,0
2020,ADHD,경북,구미시,남,0~9세,151,991,68116560
2020,ADHD,경북,구미시,남,10~19세,221,1555,157397630
2020,ADHD,경북,구미시,남,20~29세,44,260,25748080
2020,ADHD,경북,구미시,남,30~39세,14,54,6669610
2020,ADHD,경북,구미시,남,40~49세,0,0,0
2020,ADHD,경북,구미시,남,50~59세,0,0,0
2020,ADHD,경북,구미시,남,60~69세,0,0,0
2020,ADHD,경북,구미시,남,70~79세,0,0,0
2020,ADHD,경북,구미시,남,80~89세,0,0,0
2020,ADHD,경북,구미시,남,90~99세,0,0,0
2020,ADHD,경북,구미시,남,100세 이상,0,0,0
2020,ADHD,경북,구미시,여,0~9세,16,67,6237670
2020,ADHD,경북,구미시,여,10~19세,63,373,32691700
2020,ADHD,경북,구미시,여,20~29세,32,151,16474970
2020,ADHD,경북,구미시,여,30~39세,10,66,6622250
2020,ADHD,경북,구미시,여,40~49세,0,0,0
2020,ADHD,경북,구미시,여,50~59세,0,0,0
2020,ADHD,경북,구미시,여,60~69세,0,0,0
2020,ADHD,경북,구미시,여,70~79세,0,0,0
2020,ADHD,경북,구미시,여,80~89세,0,0,0
2020,ADHD,경북,구미시,여,90~99세,0,0,0
2020,ADHD,경북,구미시,여,100세 이상,0,0,0
2020,ADHD,경북,김천시,남,0~9세,0,0,0
2020,ADHD,경북,김천시,남,10~19세,14,49,4086330
2020,ADHD,경북,김천시,남,20~29세,0,0,0
2020,ADHD,경북,김천시,남,30~39세,0,0,0
2020,ADHD,경북,김천시,남,40~49세,0,0,0
2020,ADHD,경북,김천시,남,50~59세,0,0,0
2020,ADHD,경북,김천시,남,60~69세,0,0,0
2020,ADHD,경북,김천시,남,70~79세,0,0,0
2020,ADHD,경북,김천시,남,80~89세,0,0,0
2020,ADHD,경북,김천시,남,90~99세,0,0,0
2020,ADHD,경북,김천시,남,100세 이상,0,0,0
2020,ADHD,경북,김천시,여,0~9세,0,0,0
2020,ADHD,경북,김천시,여,10~19세,0,0,0
2020,ADHD,경북,김천시,여,20~29세,0,0,0
2020,ADHD,경북,김천시,여,30~39세,0,0,0
2020,ADHD,경북,김천시,여,40~49세,0,0,0
2020,ADHD,경북,김천시,여,50~59세,0,0,0
2020,ADHD,경북,김천시,여,60~69세,0,0,0
2020,ADHD,경북,김천시,여,70~79세,0,0,0
2020,ADHD,경북,김천시,여,80~89세,0,0,0
2020,ADHD,경북,김천시,여,90~99세,0,0,0
2020,ADHD,경북,김천시,여,100세 이상,0,0,0
2020,ADHD,경북,안동시,남,0~9세,19,120,8804610
2020,ADHD,경북,안동시,남,10~19세,39,257,22732520
2020,ADHD,경북,안동시,남,20~29세,0,0,0
2020,ADHD,경북,안동시,남,30~39세,0,0,0
2020,ADHD,경북,안동시,남,40~49세,0,0,0
2020,ADHD,경북,안동시,남,50~59세,0,0,0
2020,ADHD,경북,안동시,남,60~69세,0,0,0
2020,ADHD,경북,안동시,남,70~79세,0,0,0
2020,ADHD,경북,안동시,남,80~89세,0,0,0
2020,ADHD,경북,안동시,남,90~99세,0,0,0
2020,ADHD,경북,안동시,남,100세 이상,0,0,0
2020,ADHD,경북,안동시,여,0~9세,0,0,0
2020,ADHD,경북,안동시,여,10~19세,10,63,4886560
2020,ADHD,경북,안동시,여,20~29세,0,0,0
2020,ADHD,경북,안동시,여,30~39세,0,0,0
2020,ADHD,경북,안동시,여,40~49세,0,0,0
2020,ADHD,경북,안동시,여,50~59세,0,0,0
2020,ADHD,경북,안동시,여,60~69세,0,0,0
2020,ADHD,경북,안동시,여,70~79세,0,0,0
2020,ADHD,경북,안동시,여,80~89세,0,0,0
2020,ADHD,경북,안동시,여,90~99세,0,0,0
2020,ADHD,경북,안동시,여,100세 이상,0,0,0
2020,ADHD,경북,영주시,남,0~9세,0,0,0
2020,ADHD,경북,영주시,남,10~19세,11,135,5250680
2020,ADHD,경북,영주시,남,20~29세,0,0,0
2020,ADHD,경북,영주시,남,30~39세,0,0,0
2020,ADHD,경북,영주시,남,40~49세,0,0,0
2020,ADHD,경북,영주시,남,50~59세,0,0,0
2020,ADHD,경북,영주시,남,60~69세,0,0,0
2020,ADHD,경북,영주시,남,70~79세,0,0,0
2020,ADHD,경북,영주시,남,80~89세,0,0,0
2020,ADHD,경북,영주시,남,90~99세,0,0,0
2020,ADHD,경북,영주시,남,100세 이상,0,0,0
2020,ADHD,경북,영주시,여,0~9세,0,0,0
2020,ADHD,경북,영주시,여,10~19세,0,0,0
2020,ADHD,경북,영주시,여,20~29세,0,0,0
2020,ADHD,경북,영주시,여,30~39세,0,0,0
2020,ADHD,경북,영주시,여,40~49세,0,0,0
2020,ADHD,경북,영주시,여,50~59세,0,0,0
2020,ADHD,경북,영주시,여,60~69세,0,0,0
2020,ADHD,경북,영주시,여,70~79세,0,0,0
2020,ADHD,경북,영주시,여,80~89세,0,0,0
2020,ADHD,경북,영주시,여,90~99세,0,0,0
2020,ADHD,경북,영주시,여,100세 이상,0,0,0
2020,ADHD,경북,영천시,남,0~9세,0,0,0
2020,ADHD,경북,영천시,남,10~19세,0,0,0
2020,ADHD,경북,영천시,남,20~29세,0,0,0
2020,ADHD,경북,영천시,남,30~39세,0,0,0
2020,ADHD,경북,영천시,남,40~49세,0,0,0
2020,ADHD,경북,영천시,남,50~59세,0,0,0
2020,ADHD,경북,영천시,남,60~69세,0,0,0
2020,ADHD,경북,영천시,남,70~79세,0,0,0
2020,ADHD,경북,영천시,남,80~89세,0,0,0
2020,ADHD,경북,영천시,남,90~99세,0,0,0
2020,ADHD,경북,영천시,남,100세 이상,0,0,0
2020,ADHD,경북,영천시,여,0~9세,0,0,0
2020,ADHD,경북,영천시,여,10~19세,0,0,0
2020,ADHD,경북,영천시,여,20~29세,0,0,0
2020,ADHD,경북,영천시,여,30~39세,0,0,0
2020,ADHD,경북,영천시,여,40~49세,0,0,0
2020,ADHD,경북,영천시,여,50~59세,0,0,0
2020,ADHD,경북,영천시,여,60~69세,0,0,0
2020,ADHD,경북,영천시,여,70~79세,0,0,0
2020,ADHD,경북,영천시,여,80~89세,0,0,0
2020,ADHD,경북,영천시,여,90~99세,0,0,0
2020,ADHD,경북,영천시,여,100세 이상,0,0,0
2020,ADHD,경북,포항남구,남,0~9세,34,210,7995860
2020,ADHD,경북,포항남구,남,10~19세,38,210,8679840
2020,ADHD,경북,포항남구,남,20~29세,15,51,3428100
2020,ADHD,경북,포항남구,남,30~39세,0,0,0
2020,ADHD,경북,포항남구,남,40~49세,0,0,0
2020,ADHD,경북,포항남구,남,50~59세,0,0,0
2020,ADHD,경북,포항남구,남,60~69세,0,0,0
2020,ADHD,경북,포항남구,남,70~79세,0,0,0
2020,ADHD,경북,포항남구,남,80~89세,0,0,0
2020,ADHD,경북,포항남구,남,90~99세,0,0,0
2020,ADHD,경북,포항남구,남,100세 이상,0,0,0
2020,ADHD,경북,포항남구,여,0~9세,0,0,0
2020,ADHD,경북,포항남구,여,10~19세,12,66,2470340
2020,ADHD,경북,포항남구,여,20~29세,0,0,0
2020,ADHD,경북,포항남구,여,30~39세,0,0,0
2020,ADHD,경북,포항남구,여,40~49세,0,0,0
2020,ADHD,경북,포항남구,여,50~59세,0,0,0
2020,ADHD,경북,포항남구,여,60~69세,0,0,0
2020,ADHD,경북,포항남구,여,70~79세,0,0,0
2020,ADHD,경북,포항남구,여,80~89세,0,0,0
2020,ADHD,경북,포항남구,여,90~99세,0,0,0
2020,ADHD,경북,포항남구,여,100세 이상,0,0,0
2020,ADHD,경북,포항북구,남,0~9세,93,733,46032030
2020,ADHD,경북,포항북구,남,10~19세,133,1320,93698880
2020,ADHD,경북,포항북구,남,20~29세,35,152,10802180
2020,ADHD,경북,포항북구,남,30~39세,13,68,6137580
2020,ADHD,경북,포항북구,남,40~49세,0,0,0
2020,ADHD,경북,포항북구,남,50~59세,0,0,0
2020,ADHD,경북,포항북구,남,60~69세,0,0,0
2020,ADHD,경북,포항북구,남,70~79세,0,0,0
2020,ADHD,경북,포항북구,남,80~89세,0,0,0
2020,ADHD,경북,포항북구,남,90~99세,0,0,0
2020,ADHD,경북,포항북구,남,100세 이상,0,0,0
2020,ADHD,경북,포항북구,여,0~9세,20,124,10833510
2020,ADHD,경북,포항북구,여,10~19세,31,220,13976410
2020,ADHD,경북,포항북구,여,20~29세,12,93,4881790
2020,ADHD,경북,포항북구,여,30~39세,0,0,0
2020,ADHD,경북,포항북구,여,40~49세,0,0,0
2020,ADHD,경북,포항북구,여,50~59세,0,0,0
2020,ADHD,경북,포항북구,여,60~69세,0,0,0
2020,ADHD,경북,포항북구,여,70~79세,0,0,0
2020,ADHD,경북,포항북구,여,80~89세,0,0,0
2020,ADHD,경북,포항북구,여,90~99세,0,0,0
2020,ADHD,경북,포항북구,여,100세 이상,0,0,0
2020,ADHD,경북,문경시,남,0~9세,0,0,0
2020,ADHD,경북,문경시,남,10~19세,0,0,0
2020,ADHD,경북,문경시,남,20~29세,0,0,0
2020,ADHD,경북,문경시,남,30~39세,0,0,0
2020,ADHD,경북,문경시,남,40~49세,0,0,0
2020,ADHD,경북,문경시,남,50~59세,0,0,0
2020,ADHD,경북,문경시,남,60~69세,0,0,0
2020,ADHD,경북,문경시,남,70~79세,0,0,0
2020,ADHD,경북,문경시,남,80~89세,0,0,0
2020,ADHD,경북,문경시,남,90~99세,0,0,0
2020,ADHD,경북,문경시,남,100세 이상,0,0,0
2020,ADHD,경북,문경시,여,0~9세,0,0,0
2020,ADHD,경북,문경시,여,10~19세,0,0,0
2020,ADHD,경북,문경시,여,20~29세,0,0,0
2020,ADHD,경북,문경시,여,30~39세,0,0,0
2020,ADHD,경북,문경시,여,40~49세,0,0,0
2020,ADHD,경북,문경시,여,50~59세,0,0,0
2020,ADHD,경북,문경시,여,60~69세,0,0,0
2020,ADHD,경북,문경시,여,70~79세,0,0,0
2020,ADHD,경북,문경시,여,80~89세,0,0,0
2020,ADHD,경북,문경시,여,90~99세,0,0,0
2020,ADHD,경북,문경시,여,100세 이상,0,0,0
2020,ADHD,경북,상주시,남,0~9세,0,0,0
2020,ADHD,경북,상주시,남,10~19세,11,56,1239550
2020,ADHD,경북,상주시,남,20~29세,0,0,0
2020,ADHD,경북,상주시,남,30~39세,0,0,0
2020,ADHD,경북,상주시,남,40~49세,0,0,0
2020,ADHD,경북,상주시,남,50~59세,0,0,0
2020,ADHD,경북,상주시,남,60~69세,0,0,0
2020,ADHD,경북,상주시,남,70~79세,0,0,0
2020,ADHD,경북,상주시,남,80~89세,0,0,0
2020,ADHD,경북,상주시,남,90~99세,0,0,0
2020,ADHD,경북,상주시,남,100세 이상,0,0,0
2020,ADHD,경북,상주시,여,0~9세,0,0,0
2020,ADHD,경북,상주시,여,10~19세,0,0,0
2020,ADHD,경북,상주시,여,20~29세,0,0,0
2020,ADHD,경북,상주시,여,30~39세,0,0,0
2020,ADHD,경북,상주시,여,40~49세,0,0,0
2020,ADHD,경북,상주시,여,50~59세,0,0,0
2020,ADHD,경북,상주시,여,60~69세,0,0,0
2020,ADHD,경북,상주시,여,70~79세,0,0,0
2020,ADHD,경북,상주시,여,80~89세,0,0,0
2020,ADHD,경북,상주시,여,90~99세,0,0,0
2020,ADHD,경북,상주시,여,100세 이상,0,0,0
2020,ADHD,경북,경산시,남,0~9세,34,310,24743440
2020,ADHD,경북,경산시,남,10~19세,37,160,18607070
2020,ADHD,경북,경산시,남,20~29세,19,151,13908180
2020,ADHD,경북,경산시,남,30~39세,16,110,9937780
2020,ADHD,경북,경산시,남,40~49세,0,0,0
2020,ADHD,경북,경산시,남,50~59세,0,0,0
2020,ADHD,경북,경산시,남,60~69세,0,0,0
2020,ADHD,경북,경산시,남,70~79세,0,0,0
2020,ADHD,경북,경산시,남,80~89세,0,0,0
2020,ADHD,경북,경산시,남,90~99세,0,0,0
2020,ADHD,경북,경산시,남,100세 이상,0,0,0
2020,ADHD,경북,경산시,여,0~9세,0,0,0
2020,ADHD,경북,경산시,여,10~19세,0,0,0
2020,ADHD,경북,경산시,여,20~29세,10,94,7343750
2020,ADHD,경북,경산시,여,30~39세,0,0,0
2020,ADHD,경북,경산시,여,40~49세,0,0,0
2020,ADHD,경북,경산시,여,50~59세,0,0,0
2020,ADHD,경북,경산시,여,60~69세,0,0,0
2020,ADHD,경북,경산시,여,70~79세,0,0,0
2020,ADHD,경북,경산시,여,80~89세,0,0,0
2020,ADHD,경북,경산시,여,90~99세,0,0,0
2020,ADHD,경북,경산시,여,100세 이상,0,0,0
2020,ADHD,경남,거창군,남,0~9세,0,0,0
2020,ADHD,경남,거창군,남,10~19세,0,0,0
2020,ADHD,경남,거창군,남,20~29세,0,0,0
2020,ADHD,경남,거창군,남,30~39세,0,0,0
2020,ADHD,경남,거창군,남,40~49세,0,0,0
2020,ADHD,경남,거창군,남,50~59세,0,0,0
2020,ADHD,경남,거창군,남,60~69세,0,0,0
2020,ADHD,경남,거창군,남,70~79세,0,0,0
2020,ADHD,경남,거창군,남,80~89세,0,0,0
2020,ADHD,경남,거창군,남,90~99세,0,0,0
2020,ADHD,경남,거창군,남,100세 이상,0,0,0
2020,ADHD,경남,거창군,여,0~9세,0,0,0
2020,ADHD,경남,거창군,여,10~19세,0,0,0
2020,ADHD,경남,거창군,여,20~29세,0,0,0
2020,ADHD,경남,거창군,여,30~39세,0,0,0
2020,ADHD,경남,거창군,여,40~49세,0,0,0
2020,ADHD,경남,거창군,여,50~59세,0,0,0
2020,ADHD,경남,거창군,여,60~69세,0,0,0
2020,ADHD,경남,거창군,여,70~79세,0,0,0
2020,ADHD,경남,거창군,여,80~89세,0,0,0
2020,ADHD,경남,거창군,여,90~99세,0,0,0
2020,ADHD,경남,거창군,여,100세 이상,0,0,0
2020,ADHD,경남,고성군,남,0~9세,0,0,0
2020,ADHD,경남,고성군,남,10~19세,0,0,0
2020,ADHD,경남,고성군,남,20~29세,0,0,0
2020,ADHD,경남,고성군,남,30~39세,0,0,0
2020,ADHD,경남,고성군,남,40~49세,0,0,0
2020,ADHD,경남,고성군,남,50~59세,0,0,0
2020,ADHD,경남,고성군,남,60~69세,0,0,0
2020,ADHD,경남,고성군,남,70~79세,0,0,0
2020,ADHD,경남,고성군,남,80~89세,0,0,0
2020,ADHD,경남,고성군,남,90~99세,0,0,0
2020,ADHD,경남,고성군,남,100세 이상,0,0,0
2020,ADHD,경남,고성군,여,0~9세,0,0,0
2020,ADHD,경남,고성군,여,10~19세,0,0,0
2020,ADHD,경남,고성군,여,20~29세,0,0,0
2020,ADHD,경남,고성군,여,30~39세,0,0,0
2020,ADHD,경남,고성군,여,40~49세,0,0,0
2020,ADHD,경남,고성군,여,50~59세,0,0,0
2020,ADHD,경남,고성군,여,60~69세,0,0,0
2020,ADHD,경남,고성군,여,70~79세,0,0,0
2020,ADHD,경남,고성군,여,80~89세,0,0,0
2020,ADHD,경남,고성군,여,90~99세,0,0,0
2020,ADHD,경남,고성군,여,100세 이상,0,0,0
2020,ADHD,경남,남해군,남,0~9세,0,0,0
2020,ADHD,경남,남해군,남,10~19세,0,0,0
2020,ADHD,경남,남해군,남,20~29세,0,0,0
2020,ADHD,경남,남해군,남,30~39세,0,0,0
2020,ADHD,경남,남해군,남,40~49세,0,0,0
2020,ADHD,경남,남해군,남,50~59세,0,0,0
2020,ADHD,경남,남해군,남,60~69세,0,0,0
2020,ADHD,경남,남해군,남,70~79세,0,0,0
2020,ADHD,경남,남해군,남,80~89세,0,0,0
2020,ADHD,경남,남해군,남,90~99세,0,0,0
2020,ADHD,경남,남해군,남,100세 이상,0,0,0
2020,ADHD,경남,남해군,여,0~9세,0,0,0
2020,ADHD,경남,남해군,여,10~19세,0,0,0
2020,ADHD,경남,남해군,여,20~29세,0,0,0
2020,ADHD,경남,남해군,여,30~39세,0,0,0
2020,ADHD,경남,남해군,여,40~49세,0,0,0
2020,ADHD,경남,남해군,여,50~59세,0,0,0
2020,ADHD,경남,남해군,여,60~69세,0,0,0
2020,ADHD,경남,남해군,여,70~79세,0,0,0
2020,ADHD,경남,남해군,여,80~89세,0,0,0
2020,ADHD,경남,남해군,여,90~99세,0,0,0
2020,ADHD,경남,남해군,여,100세 이상,0,0,0
2020,ADHD,경남,산청군,남,0~9세,0,0,0
2020,ADHD,경남,산청군,남,10~19세,0,0,0
2020,ADHD,경남,산청군,남,20~29세,0,0,0
2020,ADHD,경남,산청군,남,30~39세,0,0,0
2020,ADHD,경남,산청군,남,40~49세,0,0,0
2020,ADHD,경남,산청군,남,50~59세,0,0,0
2020,ADHD,경남,산청군,남,60~69세,0,0,0
2020,ADHD,경남,산청군,남,70~79세,0,0,0
2020,ADHD,경남,산청군,남,80~89세,0,0,0
2020,ADHD,경남,산청군,남,90~99세,0,0,0
2020,ADHD,경남,산청군,남,100세 이상,0,0,0
2020,ADHD,경남,산청군,여,0~9세,0,0,0
2020,ADHD,경남,산청군,여,10~19세,0,0,0
2020,ADHD,경남,산청군,여,20~29세,0,0,0
2020,ADHD,경남,산청군,여,30~39세,0,0,0
2020,ADHD,경남,산청군,여,40~49세,0,0,0
2020,ADHD,경남,산청군,여,50~59세,0,0,0
2020,ADHD,경남,산청군,여,60~69세,0,0,0
2020,ADHD,경남,산청군,여,70~79세,0,0,0
2020,ADHD,경남,산청군,여,80~89세,0,0,0
2020,ADHD,경남,산청군,여,90~99세,0,0,0
2020,ADHD,경남,산청군,여,100세 이상,0,0,0
2020,ADHD,경남,의령군,남,0~9세,0,0,0
2020,ADHD,경남,의령군,남,10~19세,0,0,0
2020,ADHD,경남,의령군,남,20~29세,0,0,0
2020,ADHD,경남,의령군,남,30~39세,0,0,0
2020,ADHD,경남,의령군,남,40~49세,0,0,0
2020,ADHD,경남,의령군,남,50~59세,0,0,0
2020,ADHD,경남,의령군,남,60~69세,0,0,0
2020,ADHD,경남,의령군,남,70~79세,0,0,0
2020,ADHD,경남,의령군,남,80~89세,0,0,0
2020,ADHD,경남,의령군,남,90~99세,0,0,0
2020,ADHD,경남,의령군,남,100세 이상,0,0,0
2020,ADHD,경남,의령군,여,0~9세,0,0,0
2020,ADHD,경남,의령군,여,10~19세,0,0,0
2020,ADHD,경남,의령군,여,20~29세,0,0,0
2020,ADHD,경남,의령군,여,30~39세,0,0,0
2020,ADHD,경남,의령군,여,40~49세,0,0,0
2020,ADHD,경남,의령군,여,50~59세,0,0,0
2020,ADHD,경남,의령군,여,60~69세,0,0,0
2020,ADHD,경남,의령군,여,70~79세,0,0,0
2020,ADHD,경남,의령군,여,80~89세,0,0,0
2020,ADHD,경남,의령군,여,90~99세,0,0,0
2020,ADHD,경남,의령군,여,100세 이상,0,0,0
2020,ADHD,경남,창녕군,남,0~9세,0,0,0
2020,ADHD,경남,창녕군,남,10~19세,0,0,0
2020,ADHD,경남,창녕군,남,20~29세,0,0,0
2020,ADHD,경남,창녕군,남,30~39세,0,0,0
2020,ADHD,경남,창녕군,남,40~49세,0,0,0
2020,ADHD,경남,창녕군,남,50~59세,0,0,0
2020,ADHD,경남,창녕군,남,60~69세,0,0,0
2020,ADHD,경남,창녕군,남,70~79세,0,0,0
2020,ADHD,경남,창녕군,남,80~89세,0,0,0
2020,ADHD,경남,창녕군,남,90~99세,0,0,0
2020,ADHD,경남,창녕군,남,100세 이상,0,0,0
2020,ADHD,경남,창녕군,여,0~9세,0,0,0
2020,ADHD,경남,창녕군,여,10~19세,0,0,0
2020,ADHD,경남,창녕군,여,20~29세,0,0,0
2020,ADHD,경남,창녕군,여,30~39세,0,0,0
2020,ADHD,경남,창녕군,여,40~49세,0,0,0
2020,ADHD,경남,창녕군,여,50~59세,0,0,0
2020,ADHD,경남,창녕군,여,60~69세,0,0,0
2020,ADHD,경남,창녕군,여,70~79세,0,0,0
2020,ADHD,경남,창녕군,여,80~89세,0,0,0
2020,ADHD,경남,창녕군,여,90~99세,0,0,0
2020,ADHD,경남,창녕군,여,100세 이상,0,0,0
2020,ADHD,경남,하동군,남,0~9세,0,0,0
2020,ADHD,경남,하동군,남,10~19세,0,0,0
2020,ADHD,경남,하동군,남,20~29세,0,0,0
2020,ADHD,경남,하동군,남,30~39세,0,0,0
