진료년도,상별구분,시도,시군구,성별,연령구분,환자수,입내원일수,요양급여비용
2018,ADHD,서울,강남구,남,0~9세,437,3330,188836790
2018,ADHD,서울,강남구,남,10~19세,1111,8869,563498480
2018,ADHD,서울,강남구,남,20~29세,456,3485,213248290
2018,ADHD,서울,강남구,남,30~39세,174,1357,72761750
2018,ADHD,서울,강남구,남,40~49세,55,357,21611080
2018,ADHD,서울,강남구,남,50~59세,20,131,8719580
2018,ADHD,서울,강남구,남,60~69세,0,0,0
2018,ADHD,서울,강남구,남,70~79세,0,0,0
2018,ADHD,서울,강남구,남,80~89세,0,0,0
2018,ADHD,서울,강남구,남,90~99세,0,0,0
2018,ADHD,서울,강남구,남,100세 이상,0,0,0
2018,ADHD,서울,강남구,여,0~9세,95,671,40611900
2018,ADHD,서울,강남구,여,10~19세,327,2437,150243440
2018,ADHD,서울,강남구,여,20~29세,268,1788,107614200
2018,ADHD,서울,강남구,여,30~39세,104,638,37167510
2018,ADHD,서울,강남구,여,40~49세,31,150,8989670
2018,ADHD,서울,강남구,여,50~59세,0,0,0
2018,ADHD,서울,강남구,여,60~69세,0,0,0
2018,ADHD,서울,강남구,여,70~79세,0,0,0
2018,ADHD,서울,강남구,여,80~89세,0,0,0
2018,ADHD,서울,강남구,여,90~99세,0,0,0
2018,ADHD,서울,강남구,여,100세 이상,0,0,0
2018,ADHD,서울,강동구,남,0~9세,242,3322,139324590
2018,ADHD,서울,강동구,남,10~19세,375,4620,224332400
2018,ADHD,서울,강동구,남,20~29세,53,384,17327480
2018,ADHD,서울,강동구,남,30~39세,20,213,11352370
2018,ADHD,서울,강동구,남,40~49세,10,130,6790300
2018,ADHD,서울,강동구,남,50~59세,0,0,0
2018,ADHD,서울,강동구,남,60~69세,0,0,0
2018,ADHD,서울,강동구,남,70~79세,0,0,0
2018,ADHD,서울,강동구,남,80~89세,0,0,0
2018,ADHD,서울,강동구,남,90~99세,0,0,0
2018,ADHD,서울,강동구,남,100세 이상,0,0,0
2018,ADHD,서울,강동구,여,0~9세,59,579,24519500
2018,ADHD,서울,강동구,여,10~19세,108,1219,53047390
2018,ADHD,서울,강동구,여,20~29세,30,216,11086910
2018,ADHD,서울,강동구,여,30~39세,21,192,9504150
2018,ADHD,서울,강동구,여,40~49세,0,0,0
2018,ADHD,서울,강동구,여,50~59세,0,0,0
2018,ADHD,서울,강동구,여,60~69세,0,0,0
2018,ADHD,서울,강동구,여,70~79세,0,0,0
2018,ADHD,서울,강동구,여,80~89세,0,0,0
2018,ADHD,서울,강동구,여,90~99세,0,0,0
2018,ADHD,서울,강동구,여,100세 이상,0,0,0
2018,ADHD,서울,강서구,남,0~9세,149,1276,51317140
2018,ADHD,서울,강서구,남,10~19세,294,2453,111963990
2018,ADHD,서울,강서구,남,20~29세,54,374,21081300
2018,ADHD,서울,강서구,남,30~39세,32,188,11300200
2018,ADHD,서울,강서구,남,40~49세,0,0,0
2018,ADHD,서울,강서구,남,50~59세,0,0,0
2018,ADHD,서울,강서구,남,60~69세,0,0,0
2018,ADHD,서울,강서구,남,70~79세,0,0,0
2018,ADHD,서울,강서구,남,80~89세,0,0,0
2018,ADHD,서울,강서구,남,90~99세,0,0,0
2018,ADHD,서울,강서구,남,100세 이상,0,0,0
2018,ADHD,서울,강서구,여,0~9세,18,153,5756870
2018,ADHD,서울,강서구,여,10~19세,66,617,28215070
2018,ADHD,서울,강서구,여,20~29세,34,174,9236180
2018,ADHD,서울,강서구,여,30~39세,10,68,3689510
2018,ADHD,서울,강서구,여,40~49세,0,0,0
2018,ADHD,서울,강서구,여,50~59세,0,0,0
2018,ADHD,서울,강서구,여,60~69세,0,0,0
2018,ADHD,서울,강서구,여,70~79세,0,0,0
2018,ADHD,서울,강서구,여,80~89세,0,0,0
2018,ADHD,서울,강서구,여,90~99세,0,0,0
2018,ADHD,서울,강서구,여,100세 이상,0,0,0
2018,ADHD,서울,관악구,남,0~9세,100,748,59251420
2018,ADHD,서울,관악구,남,10~19세,165,1297,136568470
2018,ADHD,서울,관악구,남,20~29세,81,457,30265530
2018,ADHD,서울,관악구,남,30~39세,33,169,13542510
2018,ADHD,서울,관악구,남,40~49세,0,0,0
2018,ADHD,서울,관악구,남,50~59세,0,0,0
2018,ADHD,서울,관악구,남,60~69세,0,0,0
2018,ADHD,서울,관악구,남,70~79세,0,0,0
2018,ADHD,서울,관악구,남,80~89세,0,0,0
2018,ADHD,서울,관악구,남,90~99세,0,0,0
2018,ADHD,서울,관악구,남,100세 이상,0,0,0
2018,ADHD,서울,관악구,여,0~9세,17,116,8739810
2018,ADHD,서울,관악구,여,10~19세,30,189,19460680
2018,ADHD,서울,관악구,여,20~29세,46,241,19153140
2018,ADHD,서울,관악구,여,30~39세,12,92,7924950
2018,ADHD,서울,관악구,여,40~49세,0,0,0
2018,ADHD,서울,관악구,여,50~59세,0,0,0
2018,ADHD,서울,관악구,여,60~69세,0,0,0
2018,ADHD,서울,관악구,여,70~79세,0,0,0
2018,ADHD,서울,관악구,여,80~89세,0,0,0
2018,ADHD,서울,관악구,여,90~99세,0,0,0
2018,ADHD,서울,관악구,여,100세 이상,0,0,0
2018,ADHD,서울,구로구,남,0~9세,254,2296,100631000
2018,ADHD,서울,구로구,남,10~19세,297,3329,142055030
2018,ADHD,서울,구로구,남,20~29세,76,421,23825720
2018,ADHD,서울,구로구,남,30~39세,31,166,8098520
2018,ADHD,서울,구로구,남,40~49세,14,88,4996790
2018,ADHD,서울,구로구,남,50~59세,0,0,0
2018,ADHD,서울,구로구,남,60~69세,0,0,0
2018,ADHD,서울,구로구,남,70~79세,0,0,0
2018,ADHD,서울,구로구,남,80~89세,0,0,0
2018,ADHD,서울,구로구,남,90~99세,0,0,0
2018,ADHD,서울,구로구,남,100세 이상,0,0,0
2018,ADHD,서울,구로구,여,0~9세,58,540,25902650
2018,ADHD,서울,구로구,여,10~19세,76,557,26441460
2018,ADHD,서울,구로구,여,20~29세,65,402,24930720
2018,ADHD,서울,구로구,여,30~39세,27,200,12735610
2018,ADHD,서울,구로구,여,40~49세,0,0,0
2018,ADHD,서울,구로구,여,50~59세,0,0,0
2018,ADHD,서울,구로구,여,60~69세,0,0,0
2018,ADHD,서울,구로구,여,70~79세,0,0,0
2018,ADHD,서울,구로구,여,80~89세,0,0,0
2018,ADHD,서울,구로구,여,90~99세,0,0,0
2018,ADHD,서울,구로구,여,100세 이상,0,0,0
2018,ADHD,서울,도봉구,남,0~9세,65,500,27602750
2018,ADHD,서울,도봉구,남,10~19세,107,1309,90364870
2018,ADHD,서울,도봉구,남,20~29세,20,188,11841750
2018,ADHD,서울,도봉구,남,30~39세,0,0,0
2018,ADHD,서울,도봉구,남,40~49세,0,0,0
2018,ADHD,서울,도봉구,남,50~59세,0,0,0
2018,ADHD,서울,도봉구,남,60~69세,0,0,0
2018,ADHD,서울,도봉구,남,70~79세,0,0,0
2018,ADHD,서울,도봉구,남,80~89세,0,0,0
2018,ADHD,서울,도봉구,남,90~99세,0,0,0
2018,ADHD,서울,도봉구,남,100세 이상,0,0,0
2018,ADHD,서울,도봉구,여,0~9세,10,105,5581530
2018,ADHD,서울,도봉구,여,10~19세,42,508,38263650
2018,ADHD,서울,도봉구,여,20~29세,0,0,0
2018,ADHD,서울,도봉구,여,30~39세,0,0,0
2018,ADHD,서울,도봉구,여,40~49세,0,0,0
2018,ADHD,서울,도봉구,여,50~59세,0,0,0
2018,ADHD,서울,도봉구,여,60~69세,0,0,0
2018,ADHD,서울,도봉구,여,70~79세,0,0,0
2018,ADHD,서울,도봉구,여,80~89세,0,0,0
2018,ADHD,서울,도봉구,여,90~99세,0,0,0
2018,ADHD,서울,도봉구,여,100세 이상,0,0,0
2018,ADHD,서울,동대문구,남,0~9세,117,756,47519810
2018,ADHD,서울,동대문구,남,10~19세,243,3850,340880180
2018,ADHD,서울,동대문구,남,20~29세,130,841,67718090
2018,ADHD,서울,동대문구,남,30~39세,33,273,18470290
2018,ADHD,서울,동대문구,남,40~49세,10,80,5677520
2018,ADHD,서울,동대문구,남,50~59세,0,0,0
2018,ADHD,서울,동대문구,남,60~69세,0,0,0
2018,ADHD,서울,동대문구,남,70~79세,0,0,0
2018,ADHD,서울,동대문구,남,80~89세,0,0,0
2018,ADHD,서울,동대문구,남,90~99세,0,0,0
2018,ADHD,서울,동대문구,남,100세 이상,0,0,0
2018,ADHD,서울,동대문구,여,0~9세,29,166,10418330
2018,ADHD,서울,동대문구,여,10~19세,56,1025,94762980
2018,ADHD,서울,동대문구,여,20~29세,80,512,35257500
2018,ADHD,서울,동대문구,여,30~39세,17,119,12244990
2018,ADHD,서울,동대문구,여,40~49세,10,32,2492650
2018,ADHD,서울,동대문구,여,50~59세,0,0,0
2018,ADHD,서울,동대문구,여,60~69세,0,0,0
2018,ADHD,서울,동대문구,여,70~79세,0,0,0
2018,ADHD,서울,동대문구,여,80~89세,0,0,0
2018,ADHD,서울,동대문구,여,90~99세,0,0,0
2018,ADHD,서울,동대문구,여,100세 이상,0,0,0
2018,ADHD,서울,동작구,남,0~9세,122,820,48554440
2018,ADHD,서울,동작구,남,10~19세,242,1757,133959870
2018,ADHD,서울,동작구,남,20~29세,101,707,52892210
2018,ADHD,서울,동작구,남,30~39세,48,465,37389260
2018,ADHD,서울,동작구,남,40~49세,12,117,7072010
2018,ADHD,서울,동작구,남,50~59세,0,0,0
2018,ADHD,서울,동작구,남,60~69세,0,0,0
2018,ADHD,서울,동작구,남,70~79세,0,0,0
2018,ADHD,서울,동작구,남,80~89세,0,0,0
2018,ADHD,서울,동작구,남,90~99세,0,0,0
2018,ADHD,서울,동작구,남,100세 이상,0,0,0
2018,ADHD,서울,동작구,여,0~9세,28,160,9891400
2018,ADHD,서울,동작구,여,10~19세,54,472,34866120
2018,ADHD,서울,동작구,여,20~29세,56,461,34232510
2018,ADHD,서울,동작구,여,30~39세,23,221,14836730
2018,ADHD,서울,동작구,여,40~49세,0,0,0
2018,ADHD,서울,동작구,여,50~59세,0,0,0
2018,ADHD,서울,동작구,여,60~69세,0,0,0
2018,ADHD,서울,동작구,여,70~79세,0,0,0
2018,ADHD,서울,동작구,여,80~89세,0,0,0
2018,ADHD,서울,동작구,여,90~99세,0,0,0
2018,ADHD,서울,동작구,여,100세 이상,0,0,0
2018,ADHD,서울,마포구,남,0~9세,220,2613,143910500
2018,ADHD,서울,마포구,남,10~19세,310,3312,197838870
2018,ADHD,서울,마포구,남,20~29세,92,709,35258380
2018,ADHD,서울,마포구,남,30~39세,47,326,16465390
2018,ADHD,서울,마포구,남,40~49세,16,164,8040020
2018,ADHD,서울,마포구,남,50~59세,0,0,0
2018,ADHD,서울,마포구,남,60~69세,0,0,0
2018,ADHD,서울,마포구,남,70~79세,0,0,0
2018,ADHD,서울,마포구,남,80~89세,0,0,0
2018,ADHD,서울,마포구,남,90~99세,0,0,0
2018,ADHD,서울,마포구,남,100세 이상,0,0,0
2018,ADHD,서울,마포구,여,0~9세,46,657,33243420
2018,ADHD,서울,마포구,여,10~19세,81,857,51779350
2018,ADHD,서울,마포구,여,20~29세,64,456,23244360
2018,ADHD,서울,마포구,여,30~39세,22,173,7987740
2018,ADHD,서울,마포구,여,40~49세,11,80,3887430
2018,ADHD,서울,마포구,여,50~59세,0,0,0
2018,ADHD,서울,마포구,여,60~69세,0,0,0
2018,ADHD,서울,마포구,여,70~79세,0,0,0
2018,ADHD,서울,마포구,여,80~89세,0,0,0
2018,ADHD,서울,마포구,여,90~99세,0,0,0
2018,ADHD,서울,마포구,여,100세 이상,0,0,0
2018,ADHD,서울,서대문구,남,0~9세,184,643,73569800
2018,ADHD,서울,서대문구,남,10~19세,237,867,134324910
2018,ADHD,서울,서대문구,남,20~29세,39,138,15670510
2018,ADHD,서울,서대문구,남,30~39세,10,49,2167440
2018,ADHD,서울,서대문구,남,40~49세,0,0,0
2018,ADHD,서울,서대문구,남,50~59세,0,0,0
2018,ADHD,서울,서대문구,남,60~69세,0,0,0
2018,ADHD,서울,서대문구,남,70~79세,0,0,0
2018,ADHD,서울,서대문구,남,80~89세,0,0,0
2018,ADHD,서울,서대문구,남,90~99세,0,0,0
2018,ADHD,서울,서대문구,남,100세 이상,0,0,0
2018,ADHD,서울,서대문구,여,0~9세,32,85,11492740
2018,ADHD,서울,서대문구,여,10~19세,53,174,25377410
2018,ADHD,서울,서대문구,여,20~29세,0,0,0
2018,ADHD,서울,서대문구,여,30~39세,0,0,0
2018,ADHD,서울,서대문구,여,40~49세,0,0,0
2018,ADHD,서울,서대문구,여,50~59세,0,0,0
2018,ADHD,서울,서대문구,여,60~69세,0,0,0
2018,ADHD,서울,서대문구,여,70~79세,0,0,0
2018,ADHD,서울,서대문구,여,80~89세,0,0,0
2018,ADHD,서울,서대문구,여,90~99세,0,0,0
2018,ADHD,서울,서대문구,여,100세 이상,0,0,0
2018,ADHD,서울,성동구,남,0~9세,95,623,47606420
2018,ADHD,서울,성동구,남,10~19세,119,839,75996320
2018,ADHD,서울,성동구,남,20~29세,49,289,17452570
2018,ADHD,서울,성동구,남,30~39세,18,75,2853640
2018,ADHD,서울,성동구,남,40~49세,0,0,0
2018,ADHD,서울,성동구,남,50~59세,0,0,0
2018,ADHD,서울,성동구,남,60~69세,0,0,0
2018,ADHD,서울,성동구,남,70~79세,0,0,0
2018,ADHD,서울,성동구,남,80~89세,0,0,0
2018,ADHD,서울,성동구,남,90~99세,0,0,0
2018,ADHD,서울,성동구,남,100세 이상,0,0,0
2018,ADHD,서울,성동구,여,0~9세,10,41,3050620
2018,ADHD,서울,성동구,여,10~19세,21,149,12293330
2018,ADHD,서울,성동구,여,20~29세,23,131,7665000
2018,ADHD,서울,성동구,여,30~39세,10,46,3243410
2018,ADHD,서울,성동구,여,40~49세,0,0,0
2018,ADHD,서울,성동구,여,50~59세,0,0,0
2018,ADHD,서울,성동구,여,60~69세,0,0,0
2018,ADHD,서울,성동구,여,70~79세,0,0,0
2018,ADHD,서울,성동구,여,80~89세,0,0,0
2018,ADHD,서울,성동구,여,90~99세,0,0,0
2018,ADHD,서울,성동구,여,100세 이상,0,0,0
2018,ADHD,서울,성북구,남,0~9세,211,1612,70537150
2018,ADHD,서울,성북구,남,10~19세,460,3725,160479060
2018,ADHD,서울,성북구,남,20~29세,67,365,18541940
2018,ADHD,서울,성북구,남,30~39세,14,81,3690830
2018,ADHD,서울,성북구,남,40~49세,0,0,0
2018,ADHD,서울,성북구,남,50~59세,0,0,0
2018,ADHD,서울,성북구,남,60~69세,0,0,0
2018,ADHD,서울,성북구,남,70~79세,0,0,0
2018,ADHD,서울,성북구,남,80~89세,0,0,0
2018,ADHD,서울,성북구,남,90~99세,0,0,0
2018,ADHD,서울,성북구,남,100세 이상,0,0,0
2018,ADHD,서울,성북구,여,0~9세,37,279,12924900
2018,ADHD,서울,성북구,여,10~19세,140,1003,42905300
2018,ADHD,서울,성북구,여,20~29세,24,96,4561340
2018,ADHD,서울,성북구,여,30~39세,0,0,0
2018,ADHD,서울,성북구,여,40~49세,0,0,0
2018,ADHD,서울,성북구,여,50~59세,0,0,0
2018,ADHD,서울,성북구,여,60~69세,0,0,0
2018,ADHD,서울,성북구,여,70~79세,0,0,0
2018,ADHD,서울,성북구,여,80~89세,0,0,0
2018,ADHD,서울,성북구,여,90~99세,0,0,0
2018,ADHD,서울,성북구,여,100세 이상,0,0,0
2018,ADHD,서울,영등포구,남,0~9세,63,364,20035080
2018,ADHD,서울,영등포구,남,10~19세,96,577,32666840
2018,ADHD,서울,영등포구,남,20~29세,43,242,15720410
2018,ADHD,서울,영등포구,남,30~39세,20,126,9636280
2018,ADHD,서울,영등포구,남,40~49세,12,89,4172160
2018,ADHD,서울,영등포구,남,50~59세,0,0,0
2018,ADHD,서울,영등포구,남,60~69세,0,0,0
2018,ADHD,서울,영등포구,남,70~79세,0,0,0
2018,ADHD,서울,영등포구,남,80~89세,0,0,0
2018,ADHD,서울,영등포구,남,90~99세,0,0,0
2018,ADHD,서울,영등포구,남,100세 이상,0,0,0
2018,ADHD,서울,영등포구,여,0~9세,11,50,2594640
2018,ADHD,서울,영등포구,여,10~19세,26,114,6388120
2018,ADHD,서울,영등포구,여,20~29세,26,124,8423470
2018,ADHD,서울,영등포구,여,30~39세,10,61,3218580
2018,ADHD,서울,영등포구,여,40~49세,0,0,0
2018,ADHD,서울,영등포구,여,50~59세,0,0,0
2018,ADHD,서울,영등포구,여,60~69세,0,0,0
2018,ADHD,서울,영등포구,여,70~79세,0,0,0
2018,ADHD,서울,영등포구,여,80~89세,0,0,0
2018,ADHD,서울,영등포구,여,90~99세,0,0,0
2018,ADHD,서울,영등포구,여,100세 이상,0,0,0
2018,ADHD,서울,용산구,남,0~9세,24,132,14500150
2018,ADHD,서울,용산구,남,10~19세,33,151,16726290
2018,ADHD,서울,용산구,남,20~29세,31,160,7993610
2018,ADHD,서울,용산구,남,30~39세,28,98,3162980
2018,ADHD,서울,용산구,남,40~49세,14,75,4023180
2018,ADHD,서울,용산구,남,50~59세,0,0,0
2018,ADHD,서울,용산구,남,60~69세,0,0,0
2018,ADHD,서울,용산구,남,70~79세,0,0,0
2018,ADHD,서울,용산구,남,80~89세,0,0,0
2018,ADHD,서울,용산구,남,90~99세,0,0,0
2018,ADHD,서울,용산구,남,100세 이상,0,0,0
2018,ADHD,서울,용산구,여,0~9세,0,0,0
2018,ADHD,서울,용산구,여,10~19세,16,168,28419440
2018,ADHD,서울,용산구,여,20~29세,12,53,1886950
2018,ADHD,서울,용산구,여,30~39세,11,43,1140230
2018,ADHD,서울,용산구,여,40~49세,0,0,0
2018,ADHD,서울,용산구,여,50~59세,0,0,0
2018,ADHD,서울,용산구,여,60~69세,0,0,0
2018,ADHD,서울,용산구,여,70~79세,0,0,0
2018,ADHD,서울,용산구,여,80~89세,0,0,0
2018,ADHD,서울,용산구,여,90~99세,0,0,0
2018,ADHD,서울,용산구,여,100세 이상,0,0,0
2018,ADHD,서울,은평구,남,0~9세,145,976,38421150
2018,ADHD,서울,은평구,남,10~19세,193,1279,56219340
2018,ADHD,서울,은평구,남,20~29세,55,328,12605680
2018,ADHD,서울,은평구,남,30~39세,12,89,4101980
2018,ADHD,서울,은평구,남,40~49세,0,0,0
2018,ADHD,서울,은평구,남,50~59세,0,0,0
2018,ADHD,서울,은평구,남,60~69세,0,0,0
2018,ADHD,서울,은평구,남,70~79세,0,0,0
2018,ADHD,서울,은평구,남,80~89세,0,0,0
2018,ADHD,서울,은평구,남,90~99세,0,0,0
2018,ADHD,서울,은평구,남,100세 이상,0,0,0
2018,ADHD,서울,은평구,여,0~9세,21,93,4483110
2018,ADHD,서울,은평구,여,10~19세,37,195,8986280
2018,ADHD,서울,은평구,여,20~29세,26,157,6209740
2018,ADHD,서울,은평구,여,30~39세,0,0,0
2018,ADHD,서울,은평구,여,40~49세,0,0,0
2018,ADHD,서울,은평구,여,50~59세,0,0,0
2018,ADHD,서울,은평구,여,60~69세,0,0,0
2018,ADHD,서울,은평구,여,70~79세,0,0,0
2018,ADHD,서울,은평구,여,80~89세,0,0,0
2018,ADHD,서울,은평구,여,90~99세,0,0,0
2018,ADHD,서울,은평구,여,100세 이상,0,0,0
2018,ADHD,서울,종로구,남,0~9세,560,2644,212688620
2018,ADHD,서울,종로구,남,10~19세,812,5462,421065280
2018,ADHD,서울,종로구,남,20~29세,178,857,61486900
2018,ADHD,서울,종로구,남,30~39세,48,200,17171000
2018,ADHD,서울,종로구,남,40~49세,12,91,4557460
2018,ADHD,서울,종로구,남,50~59세,0,0,0
2018,ADHD,서울,종로구,남,60~69세,0,0,0
2018,ADHD,서울,종로구,남,70~79세,0,0,0
2018,ADHD,서울,종로구,남,80~89세,0,0,0
2018,ADHD,서울,종로구,남,90~99세,0,0,0
2018,ADHD,서울,종로구,남,100세 이상,0,0,0
2018,ADHD,서울,종로구,여,0~9세,112,461,35114300
2018,ADHD,서울,종로구,여,10~19세,155,949,69841750
2018,ADHD,서울,종로구,여,20~29세,77,492,40600430
2018,ADHD,서울,종로구,여,30~39세,26,119,11301510
2018,ADHD,서울,종로구,여,40~49세,13,62,3955510
2018,ADHD,서울,종로구,여,50~59세,0,0,0
2018,ADHD,서울,종로구,여,60~69세,0,0,0
2018,ADHD,서울,종로구,여,70~79세,0,0,0
2018,ADHD,서울,종로구,여,80~89세,0,0,0
2018,ADHD,서울,종로구,여,90~99세,0,0,0
2018,ADHD,서울,종로구,여,100세 이상,0,0,0
2018,ADHD,서울,중구,남,0~9세,43,365,30022140
2018,ADHD,서울,중구,남,10~19세,63,502,43305670
2018,ADHD,서울,중구,남,20~29세,26,160,10174730
2018,ADHD,서울,중구,남,30~39세,23,168,6655220
2018,ADHD,서울,중구,남,40~49세,0,0,0
2018,ADHD,서울,중구,남,50~59세,0,0,0
2018,ADHD,서울,중구,남,60~69세,0,0,0
2018,ADHD,서울,중구,남,70~79세,0,0,0
2018,ADHD,서울,중구,남,80~89세,0,0,0
2018,ADHD,서울,중구,남,90~99세,0,0,0
2018,ADHD,서울,중구,남,100세 이상,0,0,0
2018,ADHD,서울,중구,여,0~9세,0,0,0
2018,ADHD,서울,중구,여,10~19세,17,147,14205480
2018,ADHD,서울,중구,여,20~29세,20,95,6861440
2018,ADHD,서울,중구,여,30~39세,0,0,0
2018,ADHD,서울,중구,여,40~49세,0,0,0
2018,ADHD,서울,중구,여,50~59세,0,0,0
2018,ADHD,서울,중구,여,60~69세,0,0,0
2018,ADHD,서울,중구,여,70~79세,0,0,0
2018,ADHD,서울,중구,여,80~89세,0,0,0
2018,ADHD,서울,중구,여,90~99세,0,0,0
2018,ADHD,서울,중구,여,100세 이상,0,0,0
2018,ADHD,서울,송파구,남,0~9세,393,3803,255625770
2018,ADHD,서울,송파구,남,10~19세,661,6423,495579140
2018,ADHD,서울,송파구,남,20~29세,139,1224,81123210
2018,ADHD,서울,송파구,남,30~39세,52,359,25700450
2018,ADHD,서울,송파구,남,40~49세,18,184,12421980
2018,ADHD,서울,송파구,남,50~59세,0,0,0
2018,ADHD,서울,송파구,남,60~69세,0,0,0
2018,ADHD,서울,송파구,남,70~79세,0,0,0
2018,ADHD,서울,송파구,남,80~89세,0,0,0
2018,ADHD,서울,송파구,남,90~99세,0,0,0
2018,ADHD,서울,송파구,남,100세 이상,0,0,0
2018,ADHD,서울,송파구,여,0~9세,88,794,53310110
2018,ADHD,서울,송파구,여,10~19세,197,1769,125115980
2018,ADHD,서울,송파구,여,20~29세,74,618,47584190
2018,ADHD,서울,송파구,여,30~39세,25,200,13946070
2018,ADHD,서울,송파구,여,40~49세,18,116,7454960
2018,ADHD,서울,송파구,여,50~59세,0,0,0
2018,ADHD,서울,송파구,여,60~69세,0,0,0
2018,ADHD,서울,송파구,여,70~79세,0,0,0
2018,ADHD,서울,송파구,여,80~89세,0,0,0
2018,ADHD,서울,송파구,여,90~99세,0,0,0
2018,ADHD,서울,송파구,여,100세 이상,0,0,0
2018,ADHD,서울,중랑구,남,0~9세,105,918,53113360
2018,ADHD,서울,중랑구,남,10~19세,166,2309,135563430
2018,ADHD,서울,중랑구,남,20~29세,38,228,14019940
2018,ADHD,서울,중랑구,남,30~39세,0,0,0
2018,ADHD,서울,중랑구,남,40~49세,0,0,0
2018,ADHD,서울,중랑구,남,50~59세,0,0,0
2018,ADHD,서울,중랑구,남,60~69세,0,0,0
2018,ADHD,서울,중랑구,남,70~79세,0,0,0
2018,ADHD,서울,중랑구,남,80~89세,0,0,0
2018,ADHD,서울,중랑구,남,90~99세,0,0,0
2018,ADHD,서울,중랑구,남,100세 이상,0,0,0
2018,ADHD,서울,중랑구,여,0~9세,14,105,6187770
2018,ADHD,서울,중랑구,여,10~19세,33,334,22679610
2018,ADHD,서울,중랑구,여,20~29세,10,44,2154170
2018,ADHD,서울,중랑구,여,30~39세,0,0,0
2018,ADHD,서울,중랑구,여,40~49세,0,0,0
2018,ADHD,서울,중랑구,여,50~59세,0,0,0
2018,ADHD,서울,중랑구,여,60~69세,0,0,0
2018,ADHD,서울,중랑구,여,70~79세,0,0,0
2018,ADHD,서울,중랑구,여,80~89세,0,0,0
2018,ADHD,서울,중랑구,여,90~99세,0,0,0
2018,ADHD,서울,중랑구,여,100세 이상,0,0,0
2018,ADHD,서울,양천구,남,0~9세,338,2441,138047920
2018,ADHD,서울,양천구,남,10~19세,543,4202,206802640
2018,ADHD,서울,양천구,남,20~29세,109,599,26645900
2018,ADHD,서울,양천구,남,30~39세,24,210,11797720
2018,ADHD,서울,양천구,남,40~49세,0,0,0
2018,ADHD,서울,양천구,남,50~59세,0,0,0
2018,ADHD,서울,양천구,남,60~69세,0,0,0
2018,ADHD,서울,양천구,남,70~79세,0,0,0
2018,ADHD,서울,양천구,남,80~89세,0,0,0
2018,ADHD,서울,양천구,남,90~99세,0,0,0
2018,ADHD,서울,양천구,남,100세 이상,0,0,0
2018,ADHD,서울,양천구,여,0~9세,59,278,16017990
2018,ADHD,서울,양천구,여,10~19세,129,945,50420590
2018,ADHD,서울,양천구,여,20~29세,33,190,9833140
2018,ADHD,서울,양천구,여,30~39세,0,0,0
2018,ADHD,서울,양천구,여,40~49세,0,0,0
2018,ADHD,서울,양천구,여,50~59세,0,0,0
2018,ADHD,서울,양천구,여,60~69세,0,0,0
2018,ADHD,서울,양천구,여,70~79세,0,0,0
2018,ADHD,서울,양천구,여,80~89세,0,0,0
2018,ADHD,서울,양천구,여,90~99세,0,0,0
2018,ADHD,서울,양천구,여,100세 이상,0,0,0
2018,ADHD,서울,서초구,남,0~9세,192,1497,83424280
2018,ADHD,서울,서초구,남,10~19세,447,3326,234569170
2018,ADHD,서울,서초구,남,20~29세,173,900,59904370
2018,ADHD,서울,서초구,남,30~39세,75,352,23536740
2018,ADHD,서울,서초구,남,40~49세,24,122,8857930
2018,ADHD,서울,서초구,남,50~59세,0,0,0
2018,ADHD,서울,서초구,남,60~69세,0,0,0
2018,ADHD,서울,서초구,남,70~79세,0,0,0
2018,ADHD,서울,서초구,남,80~89세,0,0,0
2018,ADHD,서울,서초구,남,90~99세,0,0,0
2018,ADHD,서울,서초구,남,100세 이상,0,0,0
2018,ADHD,서울,서초구,여,0~9세,43,460,18560250
2018,ADHD,서울,서초구,여,10~19세,102,678,49596140
2018,ADHD,서울,서초구,여,20~29세,99,594,43690820
2018,ADHD,서울,서초구,여,30~39세,27,183,11609020
2018,ADHD,서울,서초구,여,40~49세,19,84,4863200
2018,ADHD,서울,서초구,여,50~59세,0,0,0
2018,ADHD,서울,서초구,여,60~69세,0,0,0
2018,ADHD,서울,서초구,여,70~79세,0,0,0
2018,ADHD,서울,서초구,여,80~89세,0,0,0
2018,ADHD,서울,서초구,여,90~99세,0,0,0
2018,ADHD,서울,서초구,여,100세 이상,0,0,0
2018,ADHD,서울,노원구,남,0~9세,301,2697,153649010
2018,ADHD,서울,노원구,남,10~19세,765,6507,430940560
2018,ADHD,서울,노원구,남,20~29세,215,1538,88844230
2018,ADHD,서울,노원구,남,30~39세,23,170,12513940
2018,ADHD,서울,노원구,남,40~49세,0,0,0
2018,ADHD,서울,노원구,남,50~59세,0,0,0
2018,ADHD,서울,노원구,남,60~69세,0,0,0
2018,ADHD,서울,노원구,남,70~79세,0,0,0
2018,ADHD,서울,노원구,남,80~89세,0,0,0
2018,ADHD,서울,노원구,남,90~99세,0,0,0
2018,ADHD,서울,노원구,남,100세 이상,0,0,0
2018,ADHD,서울,노원구,여,0~9세,70,539,31263670
2018,ADHD,서울,노원구,여,10~19세,215,1828,120922090
2018,ADHD,서울,노원구,여,20~29세,82,533,30567010
2018,ADHD,서울,노원구,여,30~39세,14,66,4697900
2018,ADHD,서울,노원구,여,40~49세,15,123,9310190
2018,ADHD,서울,노원구,여,50~59세,0,0,0
